"state"	"year"	"num_electoral_votes"
"2291"	"virginia"	"1964"	12
"2292"	"washington"	"1964"	9
"2293"	"west virginia"	"1964"	7
"2294"	"wisconsin"	"1964"	12
"2295"	"wyoming"	"1964"	3
"2296"	"alabama"	"1968"	10
"2297"	"alaska"	"1968"	3
"2298"	"arizona"	"1968"	5
"2299"	"arkansas"	"1968"	6
"2300"	"california"	"1968"	40
"2301"	"colorado"	"1968"	6
"2302"	"connecticut"	"1968"	8
"2303"	"district of columbia"	"1968"	3
"2304"	"delaware"	"1968"	3
"2305"	"florida"	"1968"	14
"2306"	"georgia"	"1968"	12
"2307"	"hawaii"	"1968"	4
"2308"	"idaho"	"1968"	4
"2309"	"illinois"	"1968"	26
"2310"	"indiana"	"1968"	13
"2311"	"iowa"	"1968"	9
"2312"	"kansas"	"1968"	7
"2313"	"kentucky"	"1968"	9
"2314"	"louisiana"	"1968"	10
"2315"	"maine"	"1968"	4
"2316"	"maryland"	"1968"	10
"2317"	"massachusetts"	"1968"	14
"2318"	"michigan"	"1968"	21
"2319"	"minnesota"	"1968"	10
"2320"	"mississippi"	"1968"	7
"2321"	"missouri"	"1968"	12
"2322"	"montana"	"1968"	4
"2323"	"nebraska"	"1968"	5
"2324"	"nevada"	"1968"	3
"2325"	"new hampshire"	"1968"	4
"2326"	"new jersey"	"1968"	17
"2327"	"new mexico"	"1968"	4
"2328"	"new york"	"1968"	43
"2329"	"north carolina"	"1968"	13
"2330"	"north dakota"	"1968"	4
"2331"	"ohio"	"1968"	26
"2332"	"oklahoma"	"1968"	8
"2333"	"oregon"	"1968"	6
"2334"	"pennsylvania"	"1968"	29
"2335"	"rhode island"	"1968"	4
"2336"	"south carolina"	"1968"	8
"2337"	"south dakota"	"1968"	4
"2338"	"tennessee"	"1968"	11
"2339"	"texas"	"1968"	25
"2340"	"utah"	"1968"	4
"2341"	"vermont"	"1968"	3
"2342"	"virginia"	"1968"	12
"2343"	"washington"	"1968"	9
"2344"	"west virginia"	"1968"	7
"2345"	"wisconsin"	"1968"	12
"2346"	"wyoming"	"1968"	3
"2347"	"alabama"	"1972"	9
"2348"	"alaska"	"1972"	3
"2349"	"arizona"	"1972"	6
"2350"	"arkansas"	"1972"	6
"2351"	"california"	"1972"	45
"2352"	"colorado"	"1972"	7
"2353"	"connecticut"	"1972"	8
"2354"	"district of columbia"	"1972"	3
"2355"	"delaware"	"1972"	3
"2356"	"florida"	"1972"	17
"2357"	"georgia"	"1972"	12
"2358"	"hawaii"	"1972"	4
"2359"	"idaho"	"1972"	4
"2360"	"illinois"	"1972"	26
"2361"	"indiana"	"1972"	13
"2362"	"iowa"	"1972"	8
"2363"	"kansas"	"1972"	7
"2364"	"kentucky"	"1972"	9
"2365"	"louisiana"	"1972"	10
"2366"	"maine"	"1972"	4
"2367"	"maryland"	"1972"	10
"2368"	"massachusetts"	"1972"	14
"2369"	"michigan"	"1972"	21
"2370"	"minnesota"	"1972"	10
"2371"	"mississippi"	"1972"	7
"2372"	"missouri"	"1972"	12
"2373"	"montana"	"1972"	4
"2374"	"nebraska"	"1972"	5
"2375"	"nevada"	"1972"	3
"2376"	"new hampshire"	"1972"	4
"2377"	"new jersey"	"1972"	17
"2378"	"new mexico"	"1972"	4
"2379"	"new york"	"1972"	41
"2380"	"north carolina"	"1972"	13
"2381"	"north dakota"	"1972"	3
"2382"	"ohio"	"1972"	25
"2383"	"oklahoma"	"1972"	8
"2384"	"oregon"	"1972"	6
"2385"	"pennsylvania"	"1972"	27
"2386"	"rhode island"	"1972"	4
"2387"	"south carolina"	"1972"	8
"2388"	"south dakota"	"1972"	4
"2389"	"tennessee"	"1972"	10
"2390"	"texas"	"1972"	26
"2391"	"utah"	"1972"	4
"2392"	"vermont"	"1972"	3
"2393"	"virginia"	"1972"	12
"2394"	"washington"	"1972"	9
"2395"	"west virginia"	"1972"	6
"2396"	"wisconsin"	"1972"	11
"2397"	"wyoming"	"1972"	3
"2398"	"alabama"	"1976"	9
"2399"	"alaska"	"1976"	3
"2400"	"arizona"	"1976"	6
"2401"	"arkansas"	"1976"	6
"2402"	"california"	"1976"	45
"2403"	"colorado"	"1976"	7
"2404"	"connecticut"	"1976"	8
"2405"	"district of columbia"	"1976"	3
"2406"	"delaware"	"1976"	3
"2407"	"florida"	"1976"	17
"2408"	"georgia"	"1976"	12
"2409"	"hawaii"	"1976"	4
"2410"	"idaho"	"1976"	4
"2411"	"illinois"	"1976"	26
"2412"	"indiana"	"1976"	13
"2413"	"iowa"	"1976"	8
"2414"	"kansas"	"1976"	7
"2415"	"kentucky"	"1976"	9
"2416"	"louisiana"	"1976"	10
"2417"	"maine"	"1976"	4
"2418"	"maryland"	"1976"	10
"2419"	"massachusetts"	"1976"	14
"2420"	"michigan"	"1976"	21
"2421"	"minnesota"	"1976"	10
"2422"	"mississippi"	"1976"	7
"2423"	"missouri"	"1976"	12
"2424"	"montana"	"1976"	4
"2425"	"nebraska"	"1976"	5
"2426"	"nevada"	"1976"	3
"2427"	"new hampshire"	"1976"	4
"2428"	"new jersey"	"1976"	17
"2429"	"new mexico"	"1976"	4
"2430"	"new york"	"1976"	41
"2431"	"north carolina"	"1976"	13
"2432"	"north dakota"	"1976"	3
"2433"	"ohio"	"1976"	25
"2434"	"oklahoma"	"1976"	8
"2435"	"oregon"	"1976"	6
"2436"	"pennsylvania"	"1976"	27
"2437"	"rhode island"	"1976"	4
"2438"	"south carolina"	"1976"	8
"2439"	"south dakota"	"1976"	4
"2440"	"tennessee"	"1976"	10
"2441"	"texas"	"1976"	26
"2442"	"utah"	"1976"	4
"2443"	"vermont"	"1976"	3
"2444"	"virginia"	"1976"	12
"2445"	"washington"	"1976"	9
"2446"	"west virginia"	"1976"	6
"2447"	"wisconsin"	"1976"	11
"2448"	"wyoming"	"1976"	3
"2449"	"alabama"	"1980"	9
"2450"	"alaska"	"1980"	3
"2451"	"arizona"	"1980"	6
"2452"	"arkansas"	"1980"	6
"2453"	"california"	"1980"	45
"2454"	"colorado"	"1980"	7
"2455"	"connecticut"	"1980"	8
"2456"	"district of columbia"	"1980"	3
"2457"	"delaware"	"1980"	3
"2458"	"florida"	"1980"	17
"2459"	"georgia"	"1980"	12
"2460"	"hawaii"	"1980"	4
"2461"	"idaho"	"1980"	4
"2462"	"illinois"	"1980"	26
"2463"	"indiana"	"1980"	13
"2464"	"iowa"	"1980"	8
"2465"	"kansas"	"1980"	7
"2466"	"kentucky"	"1980"	9
"2467"	"louisiana"	"1980"	10
"2468"	"maine"	"1980"	4
"2469"	"maryland"	"1980"	10
"2470"	"massachusetts"	"1980"	14
"2471"	"michigan"	"1980"	21
"2472"	"minnesota"	"1980"	10
"2473"	"mississippi"	"1980"	7
"2474"	"missouri"	"1980"	12
"2475"	"montana"	"1980"	4
"2476"	"nebraska"	"1980"	5
"2477"	"nevada"	"1980"	3
"2478"	"new hampshire"	"1980"	4
"2479"	"new jersey"	"1980"	17
"2480"	"new mexico"	"1980"	4
"2481"	"new york"	"1980"	41
"2482"	"north carolina"	"1980"	13
"2483"	"north dakota"	"1980"	3
"2484"	"ohio"	"1980"	25
"2485"	"oklahoma"	"1980"	8
"2486"	"oregon"	"1980"	6
"2487"	"pennsylvania"	"1980"	27
"2488"	"rhode island"	"1980"	4
"2489"	"south carolina"	"1980"	8
"2490"	"south dakota"	"1980"	4
"2491"	"tennessee"	"1980"	10
"2492"	"texas"	"1980"	26
"2493"	"utah"	"1980"	4
"2494"	"vermont"	"1980"	3
"2495"	"virginia"	"1980"	12
"2496"	"washington"	"1980"	9
"2497"	"west virginia"	"1980"	6
"2498"	"wisconsin"	"1980"	11
"2499"	"wyoming"	"1980"	3
"2500"	"alabama"	"1984"	9
"2501"	"alaska"	"1984"	3
"2502"	"arizona"	"1984"	7
"2503"	"arkansas"	"1984"	6
"2504"	"california"	"1984"	47
"2505"	"colorado"	"1984"	8
"2506"	"connecticut"	"1984"	8
"2507"	"district of columbia"	"1984"	3
"2508"	"delaware"	"1984"	3
"2509"	"florida"	"1984"	21
"2510"	"georgia"	"1984"	12
"2511"	"hawaii"	"1984"	4
"2512"	"idaho"	"1984"	4
"2513"	"illinois"	"1984"	24
"2514"	"indiana"	"1984"	12
"2515"	"iowa"	"1984"	8
"2516"	"kansas"	"1984"	7
"2517"	"kentucky"	"1984"	9
"2518"	"louisiana"	"1984"	10
"2519"	"maine"	"1984"	4
"2520"	"maryland"	"1984"	10
"2521"	"massachusetts"	"1984"	13
"2522"	"michigan"	"1984"	20
"2523"	"minnesota"	"1984"	10
"2524"	"mississippi"	"1984"	7
"2525"	"missouri"	"1984"	11
"2526"	"montana"	"1984"	4
"2527"	"nebraska"	"1984"	5
"2528"	"nevada"	"1984"	4
"2529"	"new hampshire"	"1984"	4
"2530"	"new jersey"	"1984"	16
"2531"	"new mexico"	"1984"	5
"2532"	"new york"	"1984"	36
"2533"	"north carolina"	"1984"	13
"2534"	"north dakota"	"1984"	3
"2535"	"ohio"	"1984"	23
"2536"	"oklahoma"	"1984"	8
"2537"	"oregon"	"1984"	7
"2538"	"pennsylvania"	"1984"	25
"2539"	"rhode island"	"1984"	4
"2540"	"south carolina"	"1984"	8
"2541"	"south dakota"	"1984"	3
"2542"	"tennessee"	"1984"	11
"2543"	"texas"	"1984"	29
"2544"	"utah"	"1984"	5
"2545"	"vermont"	"1984"	3
"2546"	"virginia"	"1984"	12
"2547"	"washington"	"1984"	10
"2548"	"west virginia"	"1984"	6
"2549"	"wisconsin"	"1984"	11
"2550"	"wyoming"	"1984"	3
"2551"	"alabama"	"1988"	9
"2552"	"alaska"	"1988"	3
"2553"	"arizona"	"1988"	7
"2554"	"arkansas"	"1988"	6
"2555"	"california"	"1988"	47
"2556"	"colorado"	"1988"	8
"2557"	"connecticut"	"1988"	8
"2558"	"district of columbia"	"1988"	3
"2559"	"delaware"	"1988"	3
"2560"	"florida"	"1988"	21
"2561"	"georgia"	"1988"	12
"2562"	"hawaii"	"1988"	4
"2563"	"idaho"	"1988"	4
"2564"	"illinois"	"1988"	24
"2565"	"indiana"	"1988"	12
"2566"	"iowa"	"1988"	8
"2567"	"kansas"	"1988"	7
"2568"	"kentucky"	"1988"	9
"2569"	"louisiana"	"1988"	10
"2570"	"maine"	"1988"	4
"2571"	"maryland"	"1988"	10
"2572"	"massachusetts"	"1988"	13
"2573"	"michigan"	"1988"	20
"2574"	"minnesota"	"1988"	10
"2575"	"mississippi"	"1988"	7
"2576"	"missouri"	"1988"	11
"2577"	"montana"	"1988"	4
"2578"	"nebraska"	"1988"	5
"2579"	"nevada"	"1988"	4
"2580"	"new hampshire"	"1988"	4
"2581"	"new jersey"	"1988"	16
"2582"	"new mexico"	"1988"	5
"2583"	"new york"	"1988"	36
"2584"	"north carolina"	"1988"	13
"2585"	"north dakota"	"1988"	3
"2586"	"ohio"	"1988"	23
"2587"	"oklahoma"	"1988"	8
"2588"	"oregon"	"1988"	7
"2589"	"pennsylvania"	"1988"	25
"2590"	"rhode island"	"1988"	4
"2591"	"south carolina"	"1988"	8
"2592"	"south dakota"	"1988"	3
"2593"	"tennessee"	"1988"	11
"2594"	"texas"	"1988"	29
"2595"	"utah"	"1988"	5
"2596"	"vermont"	"1988"	3
"2597"	"virginia"	"1988"	12
"2598"	"washington"	"1988"	10
"2599"	"west virginia"	"1988"	6
"2600"	"wisconsin"	"1988"	11
"2601"	"wyoming"	"1988"	3
"2602"	"alabama"	"1992"	9
"2603"	"alaska"	"1992"	3
"2604"	"arizona"	"1992"	8
"2605"	"arkansas"	"1992"	6
"2606"	"california"	"1992"	54
"2607"	"colorado"	"1992"	8
"2608"	"connecticut"	"1992"	8
"2609"	"district of columbia"	"1992"	3
"2610"	"delaware"	"1992"	3
"2611"	"florida"	"1992"	25
"2612"	"georgia"	"1992"	13
"2613"	"hawaii"	"1992"	4
"2614"	"idaho"	"1992"	4
"2615"	"illinois"	"1992"	22
"2616"	"indiana"	"1992"	12
"2617"	"iowa"	"1992"	7
"2618"	"kansas"	"1992"	6
"2619"	"kentucky"	"1992"	8
"2620"	"louisiana"	"1992"	9
"2621"	"maine"	"1992"	4
"2622"	"maryland"	"1992"	10
"2623"	"massachusetts"	"1992"	12
"2624"	"michigan"	"1992"	18
"2625"	"minnesota"	"1992"	10
"2626"	"mississippi"	"1992"	7
"2627"	"missouri"	"1992"	11
"2628"	"montana"	"1992"	3
"2629"	"nebraska"	"1992"	5
"2630"	"nevada"	"1992"	4
"2631"	"new hampshire"	"1992"	4
"2632"	"new jersey"	"1992"	15
"2633"	"new mexico"	"1992"	5
"2634"	"new york"	"1992"	33
"2635"	"north carolina"	"1992"	14
"2636"	"north dakota"	"1992"	3
"2637"	"ohio"	"1992"	21
"2638"	"oklahoma"	"1992"	8
"2639"	"oregon"	"1992"	7
"2640"	"pennsylvania"	"1992"	23
"2641"	"rhode island"	"1992"	4
"2642"	"south carolina"	"1992"	8
"2643"	"south dakota"	"1992"	3
"2644"	"tennessee"	"1992"	11
"2645"	"texas"	"1992"	32
"2646"	"utah"	"1992"	5
"2647"	"vermont"	"1992"	3
"2648"	"virginia"	"1992"	13
"2649"	"washington"	"1992"	11
"2650"	"west virginia"	"1992"	5
"2651"	"wisconsin"	"1992"	11
"2652"	"wyoming"	"1992"	3
"2653"	"alabama"	"1996"	9
"2654"	"alaska"	"1996"	3
"2655"	"arizona"	"1996"	8
"2656"	"arkansas"	"1996"	6
"2657"	"california"	"1996"	54
"2658"	"colorado"	"1996"	8
"2659"	"connecticut"	"1996"	8
"2660"	"district of columbia"	"1996"	3
"2661"	"delaware"	"1996"	3
"2662"	"florida"	"1996"	25
"2663"	"georgia"	"1996"	13
"2664"	"hawaii"	"1996"	4
"2665"	"idaho"	"1996"	4
"2666"	"illinois"	"1996"	22
"2667"	"indiana"	"1996"	12
"2668"	"iowa"	"1996"	7
"2669"	"kansas"	"1996"	6
"2670"	"kentucky"	"1996"	8
"2671"	"louisiana"	"1996"	9
"2672"	"maine"	"1996"	4
"2673"	"maryland"	"1996"	10
"2674"	"massachusetts"	"1996"	12
"2675"	"michigan"	"1996"	18
"2676"	"minnesota"	"1996"	10
"2677"	"mississippi"	"1996"	7
"2678"	"missouri"	"1996"	11
"2679"	"montana"	"1996"	3
"2680"	"nebraska"	"1996"	5
"2681"	"nevada"	"1996"	4
"2682"	"new hampshire"	"1996"	4
"2683"	"new jersey"	"1996"	15
"2684"	"new mexico"	"1996"	5
"2685"	"new york"	"1996"	33
"2686"	"north carolina"	"1996"	14
"2687"	"north dakota"	"1996"	3
"2688"	"ohio"	"1996"	21
"2689"	"oklahoma"	"1996"	8
"2690"	"oregon"	"1996"	7
"2691"	"pennsylvania"	"1996"	23
"2692"	"rhode island"	"1996"	4
"2693"	"south carolina"	"1996"	8
"2694"	"south dakota"	"1996"	3
"2695"	"tennessee"	"1996"	11
"2696"	"texas"	"1996"	32
"2697"	"utah"	"1996"	5
"2698"	"vermont"	"1996"	3
"2699"	"virginia"	"1996"	13
"2700"	"washington"	"1996"	11
"2701"	"west virginia"	"1996"	5
"2702"	"wisconsin"	"1996"	11
"2703"	"wyoming"	"1996"	3
"2704"	"alabama"	"2000"	9
"2705"	"alaska"	"2000"	3
"2706"	"arizona"	"2000"	8
"2707"	"arkansas"	"2000"	6
"2708"	"california"	"2000"	54
"2709"	"colorado"	"2000"	8
"2710"	"connecticut"	"2000"	8
"2711"	"district of columbia"	"2000"	3
"2712"	"delaware"	"2000"	3
"2713"	"florida"	"2000"	25
"2714"	"georgia"	"2000"	13
"2715"	"hawaii"	"2000"	4
"2716"	"idaho"	"2000"	4
"2717"	"illinois"	"2000"	22
"2718"	"indiana"	"2000"	12
"2719"	"iowa"	"2000"	7
"2720"	"kansas"	"2000"	6
"2721"	"kentucky"	"2000"	8
"2722"	"louisiana"	"2000"	9
"2723"	"maine"	"2000"	4
"2724"	"maryland"	"2000"	10
"2725"	"massachusetts"	"2000"	12
"2726"	"michigan"	"2000"	18
"2727"	"minnesota"	"2000"	10
"2728"	"mississippi"	"2000"	7
"2729"	"missouri"	"2000"	11
"2730"	"montana"	"2000"	3
"2731"	"nebraska"	"2000"	5
"2732"	"nevada"	"2000"	4
"2733"	"new hampshire"	"2000"	4
"2734"	"new jersey"	"2000"	15
"2735"	"new mexico"	"2000"	5
"2736"	"new york"	"2000"	33
"2737"	"north carolina"	"2000"	14
"2738"	"north dakota"	"2000"	3
"2739"	"ohio"	"2000"	21
"2740"	"oklahoma"	"2000"	8
"2741"	"oregon"	"2000"	7
"2742"	"pennsylvania"	"2000"	23
"2743"	"rhode island"	"2000"	4
"2744"	"south carolina"	"2000"	8
"2745"	"south dakota"	"2000"	3
"2746"	"tennessee"	"2000"	11
"2747"	"texas"	"2000"	32
"2748"	"utah"	"2000"	5
"2749"	"vermont"	"2000"	3
"2750"	"virginia"	"2000"	13
"2751"	"washington"	"2000"	11
"2752"	"west virginia"	"2000"	5
"2753"	"wisconsin"	"2000"	11
"2754"	"wyoming"	"2000"	3
"2755"	"alabama"	"2004"	9
"2756"	"alaska"	"2004"	3
"2757"	"arizona"	"2004"	10
"2758"	"arkansas"	"2004"	6
"2759"	"california"	"2004"	55
"2760"	"colorado"	"2004"	9
"2761"	"connecticut"	"2004"	7
"2762"	"district of columbia"	"2004"	3
"2763"	"delaware"	"2004"	3
"2764"	"florida"	"2004"	27
"2765"	"georgia"	"2004"	15
"2766"	"hawaii"	"2004"	4
"2767"	"idaho"	"2004"	4
"2768"	"illinois"	"2004"	21
"2769"	"indiana"	"2004"	11
"2770"	"iowa"	"2004"	7
"2771"	"kansas"	"2004"	6
"2772"	"kentucky"	"2004"	8
"2773"	"louisiana"	"2004"	9
"2774"	"maine"	"2004"	4
"2775"	"maryland"	"2004"	10
"2776"	"massachusetts"	"2004"	12
"2777"	"michigan"	"2004"	17
"2778"	"minnesota"	"2004"	10
"2779"	"mississippi"	"2004"	6
"2780"	"missouri"	"2004"	11
"2781"	"montana"	"2004"	3
"2782"	"nebraska"	"2004"	5
"2783"	"nevada"	"2004"	5
"2784"	"new hampshire"	"2004"	4
"2785"	"new jersey"	"2004"	15
"2786"	"new mexico"	"2004"	5
"2787"	"new york"	"2004"	31
"2788"	"north carolina"	"2004"	15
"2789"	"north dakota"	"2004"	3
"2790"	"ohio"	"2004"	20
"2791"	"oklahoma"	"2004"	7
"2792"	"oregon"	"2004"	7
"2793"	"pennsylvania"	"2004"	21
"2794"	"rhode island"	"2004"	4
"2795"	"south carolina"	"2004"	8
"2796"	"south dakota"	"2004"	3
"2797"	"tennessee"	"2004"	11
"2798"	"texas"	"2004"	34
"2799"	"utah"	"2004"	5
"2800"	"vermont"	"2004"	3
"2801"	"virginia"	"2004"	13
"2802"	"washington"	"2004"	11
"2803"	"west virginia"	"2004"	5
"2804"	"wisconsin"	"2004"	10
"2805"	"wyoming"	"2004"	3
"2806"	"alabama"	"2008"	9
"2807"	"alaska"	"2008"	3
"2808"	"arizona"	"2008"	10
"2809"	"arkansas"	"2008"	6
"2810"	"california"	"2008"	55
"2811"	"colorado"	"2008"	9
"2812"	"connecticut"	"2008"	7
"2813"	"district of columbia"	"2008"	3
"2814"	"delaware"	"2008"	3
"2815"	"florida"	"2008"	27
"2816"	"georgia"	"2008"	15
"2817"	"hawaii"	"2008"	4
"2818"	"idaho"	"2008"	4
"2819"	"illinois"	"2008"	21
"2820"	"indiana"	"2008"	11
"2821"	"iowa"	"2008"	7
"2822"	"kansas"	"2008"	6
"2823"	"kentucky"	"2008"	8
"2824"	"louisiana"	"2008"	9
"2825"	"maine"	"2008"	4
"2826"	"maryland"	"2008"	10
"2827"	"massachusetts"	"2008"	12
"2828"	"michigan"	"2008"	17
"2829"	"minnesota"	"2008"	10
"2830"	"mississippi"	"2008"	6
"2831"	"missouri"	"2008"	11
"2832"	"montana"	"2008"	3
"2833"	"nebraska"	"2008"	5
"2834"	"nevada"	"2008"	5
"2835"	"new hampshire"	"2008"	4
"2836"	"new jersey"	"2008"	15
"2837"	"new mexico"	"2008"	5
"2838"	"new york"	"2008"	31
"2839"	"north carolina"	"2008"	15
"2840"	"north dakota"	"2008"	3
"2841"	"ohio"	"2008"	20
"2842"	"oklahoma"	"2008"	7
"2843"	"oregon"	"2008"	7
"2844"	"pennsylvania"	"2008"	21
"2845"	"rhode island"	"2008"	4
"2846"	"south carolina"	"2008"	8
"2847"	"south dakota"	"2008"	3
"2848"	"tennessee"	"2008"	11
"2849"	"texas"	"2008"	34
"2850"	"utah"	"2008"	5
"2851"	"vermont"	"2008"	3
"2852"	"virginia"	"2008"	13
"2853"	"washington"	"2008"	11
"2854"	"west virginia"	"2008"	5
"2855"	"wisconsin"	"2008"	10
"2856"	"wyoming"	"2008"	3
"2857"	"alabama"	"2012"	9
"2858"	"alaska"	"2012"	3
"2859"	"arizona"	"2012"	11
"2860"	"arkansas"	"2012"	6
"2861"	"california"	"2012"	55
"2862"	"colorado"	"2012"	9
"2863"	"connecticut"	"2012"	7
"2864"	"district of columbia"	"2012"	3
"2865"	"delaware"	"2012"	3
"2866"	"florida"	"2012"	29
"2867"	"georgia"	"2012"	16
"2868"	"hawaii"	"2012"	4
"2869"	"idaho"	"2012"	4
"2870"	"illinois"	"2012"	20
"2871"	"indiana"	"2012"	11
"2872"	"iowa"	"2012"	6
"2873"	"kansas"	"2012"	6
"2874"	"kentucky"	"2012"	8
"2875"	"louisiana"	"2012"	8
"2876"	"maine"	"2012"	4
"2877"	"maryland"	"2012"	10
"2878"	"massachusetts"	"2012"	11
"2879"	"michigan"	"2012"	16
"2880"	"minnesota"	"2012"	10
"2881"	"mississippi"	"2012"	6
"2882"	"missouri"	"2012"	10
"2883"	"montana"	"2012"	3
"2884"	"nebraska"	"2012"	5
"2885"	"nevada"	"2012"	6
"2886"	"new hampshire"	"2012"	4
"2887"	"new jersey"	"2012"	14
"2888"	"new mexico"	"2012"	5
"2889"	"new york"	"2012"	29
"2890"	"north carolina"	"2012"	15
"2891"	"north dakota"	"2012"	3
"2892"	"ohio"	"2012"	18
"2893"	"oklahoma"	"2012"	7
"2894"	"oregon"	"2012"	7
"2895"	"pennsylvania"	"2012"	20
"2896"	"rhode island"	"2012"	4
"2897"	"south carolina"	"2012"	9
"2898"	"south dakota"	"2012"	3
"2899"	"tennessee"	"2012"	11
"2900"	"texas"	"2012"	38
"2901"	"utah"	"2012"	6
"2902"	"vermont"	"2012"	3
"2903"	"virginia"	"2012"	13
"2904"	"washington"	"2012"	12
"2905"	"west virginia"	"2012"	5
"2906"	"wisconsin"	"2012"	10
"2907"	"wyoming"	"2012"	3
